% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
4852 +3.129288532e-01 +3.129288532e-01 -1.662707115e+01 -1.662707115e+01 +3.5145e+00 +2.5105e+00 -1.2121e+00 +1.5548e+00 +1.3936e+00 -1.8932e+00 +3.5580e+00 -2.2786e+00 -2.4502e-01 -1.9447e+00
5344 +1.692151432e-01 +1.692151432e-01 -1.677078486e+01 -1.677078486e+01 +3.6410e+00 +2.5535e+00 -1.2690e+00 +1.5850e+00 +1.3007e+00 -1.9492e+00 +3.4871e+00 -2.3339e+00 -4.4821e-01 -2.0211e+00
6687 +1.375111585e-01 +1.375111585e-01 -1.680248884e+01 -1.680248884e+01 +3.6777e+00 +2.5205e+00 -1.6978e+00 +1.3557e+00 +1.3701e+00 -1.8932e+00 +3.4850e+00 -2.3790e+00 -5.1601e-01 -2.0401e+00
7372 +8.312150954e-02 +8.312150954e-02 -1.685687849e+01 -1.685687849e+01 +3.6607e+00 +2.4790e+00 -1.5923e+00 +1.5031e+00 +1.3209e+00 -1.8969e+00 +3.5477e+00 -2.4177e+00 -4.3395e-01 -2.0397e+00
9029 +6.258946381e-02 +6.258946381e-02 -1.687741054e+01 -1.687741054e+01 +3.6674e+00 +2.5398e+00 -1.5360e+00 +1.4995e+00 +1.4051e+00 -1.8903e+00 +3.4962e+00 -2.3822e+00 -3.6461e-01 -2.0535e+00
10379 +3.764231244e-02 +3.764231244e-02 -1.690235769e+01 -1.690235769e+01 +3.6555e+00 +2.5480e+00 -1.5458e+00 +1.4779e+00 +1.3786e+00 -1.9146e+00 +3.4791e+00 -2.3412e+00 -3.7579e-01 -2.0288e+00
11597 +2.025979155e-02 +2.025979155e-02 -1.691974021e+01 -1.691974021e+01 +3.6564e+00 +2.5466e+00 -1.5397e+00 +1.4818e+00 +1.3915e+00 -1.9079e+00 +3.5014e+00 -2.3440e+00 -3.7587e-01 -2.0196e+00
11887 +1.572377834e-02 +1.572377834e-02 -1.692427622e+01 -1.692427622e+01 +3.6633e+00 +2.5499e+00 -1.5194e+00 +1.4727e+00 +1.3913e+00 -1.9011e+00 +3.5081e+00 -2.3485e+00 -3.8639e-01 -2.0394e+00
14539 +8.503912126e-03 +8.503912126e-03 -1.693149609e+01 -1.693149609e+01 +3.6557e+00 +2.5487e+00 -1.5252e+00 +1.4669e+00 +1.3937e+00 -1.9039e+00 +3.4997e+00 -2.3517e+00 -3.7784e-01 -2.0336e+00
15537 +5.516397620e-03 +5.516397620e-03 -1.693448360e+01 -1.693448360e+01 +3.6585e+00 +2.5496e+00 -1.5344e+00 +1.4679e+00 +1.3984e+00 -1.9089e+00 +3.4994e+00 -2.3521e+00 -3.8573e-01 -2.0367e+00
17072 +3.745701664e-03 +3.745701664e-03 -1.693625430e+01 -1.693625430e+01 +3.6574e+00 +2.5486e+00 -1.5324e+00 +1.4713e+00 +1.3958e+00 -1.9110e+00 +3.5008e+00 -2.3512e+00 -3.8851e-01 -2.0348e+00
18329 +2.266616596e-03 +2.266616596e-03 -1.693773338e+01 -1.693773338e+01 +3.6552e+00 +2.5481e+00 -1.5289e+00 +1.4695e+00 +1.3962e+00 -1.9076e+00 +3.5019e+00 -2.3498e+00 -3.8349e-01 -2.0357e+00
19251 +1.514397374e-03 +1.514397374e-03 -1.693848560e+01 -1.693848560e+01 +3.6557e+00 +2.5495e+00 -1.5295e+00 +1.4700e+00 +1.3957e+00 -1.9066e+00 +3.5014e+00 -2.3503e+00 -3.8469e-01 -2.0354e+00
20837 +9.948376210e-04 +9.948376210e-04 -1.693900516e+01 -1.693900516e+01 +3.6559e+00 +2.5493e+00 -1.5287e+00 +1.4701e+00 +1.3961e+00 -1.9083e+00 +3.5015e+00 -2.3509e+00 -3.8402e-01 -2.0357e+00
22186 +5.567621490e-04 +5.567621490e-04 -1.693944324e+01 -1.693944324e+01 +3.6560e+00 +2.5496e+00 -1.5303e+00 +1.4694e+00 +1.3965e+00 -1.9079e+00 +3.5016e+00 -2.3505e+00 -3.8430e-01 -2.0361e+00
22877 +2.730998686e-04 +2.730998686e-04 -1.693972690e+01 -1.693972690e+01 +3.6559e+00 +2.5496e+00 -1.5294e+00 +1.4696e+00 +1.3958e+00 -1.9080e+00 +3.5014e+00 -2.3504e+00 -3.8396e-01 -2.0360e+00
24766 +1.800153405e-04 +1.800153405e-04 -1.693981998e+01 -1.693981998e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8394e-01 -2.0361e+00
24879 +1.462780464e-04 +1.462780464e-04 -1.693985372e+01 -1.693985372e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3959e+00 -1.9079e+00 +3.5016e+00 -2.3505e+00 -3.8394e-01 -2.0361e+00
25999 +9.889693148e-05 +9.889693148e-05 -1.693990110e+01 -1.693990110e+01 +3.6560e+00 +2.5495e+00 -1.5295e+00 +1.4695e+00 +1.3960e+00 -1.9080e+00 +3.5015e+00 -2.3505e+00 -3.8392e-01 -2.0359e+00
29065 +5.895635887e-05 +5.895635887e-05 -1.693994104e+01 -1.693994104e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8396e-01 -2.0360e+00
29635 +3.353218787e-05 +3.353218787e-05 -1.693996647e+01 -1.693996647e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
31800 +2.402410102e-05 +2.402410102e-05 -1.693997598e+01 -1.693997598e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8401e-01 -2.0360e+00
32772 +1.512497265e-05 +1.512497265e-05 -1.693998488e+01 -1.693998488e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
36557 +9.516271682e-06 +9.516271682e-06 -1.693999048e+01 -1.693999048e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
38788 +5.804844054e-06 +5.804844054e-06 -1.693999420e+01 -1.693999420e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
40229 +3.777581060e-06 +3.777581060e-06 -1.693999622e+01 -1.693999622e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
40434 +2.211012351e-06 +2.211012351e-06 -1.693999779e+01 -1.693999779e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
41936 +1.444110588e-06 +1.444110588e-06 -1.693999856e+01 -1.693999856e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
42443 +8.966670926e-07 +8.966670926e-07 -1.693999910e+01 -1.693999910e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
43619 +6.193599837e-07 +6.193599837e-07 -1.693999938e+01 -1.693999938e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
44748 +3.842068352e-07 +3.842068352e-07 -1.693999962e+01 -1.693999962e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
47283 +2.239927177e-07 +2.239927177e-07 -1.693999978e+01 -1.693999978e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
49592 +1.464627033e-07 +1.464627033e-07 -1.693999985e+01 -1.693999985e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
51967 +8.957534092e-08 +8.957534092e-08 -1.693999991e+01 -1.693999991e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
52398 +6.294468946e-08 +6.294468946e-08 -1.693999994e+01 -1.693999994e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
54549 +3.589665454e-08 +3.589665454e-08 -1.693999996e+01 -1.693999996e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
57279 +2.080006922e-08 +2.080006922e-08 -1.693999998e+01 -1.693999998e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
60212 +1.568780306e-08 +1.568780306e-08 -1.693999998e+01 -1.693999998e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
70756 +9.990980487e-09 +9.990980487e-09 -1.693999999e+01 -1.693999999e+01 +3.6560e+00 +2.5496e+00 -1.5296e+00 +1.4696e+00 +1.3960e+00 -1.9080e+00 +3.5016e+00 -2.3504e+00 -3.8400e-01 -2.0360e+00
